estudiante_id,nombre,apellido,email,inscripcion,beca,bootcamp_id
86,nombre85,apelido85,nombre85.apelido85@python.com,2019-02-28,False,123
87,nombre86,apelido86,nombre86.apelido86@python.com,2019-12-16,True,108
88,nombre87,apelido87,nombre87.apelido87@python.com,2019-11-30,True,198
89,nombre88,apelido88,nombre88.apelido88@python.com,2019-10-27,True,144
90,nombre89,apelido89,nombre89.apelido89@python.com,2019-01-01,True,78
91,nombre90,apelido90,nombre90.apelido90@python.com,2019-01-20,True,24
92,nombre91,apelido91,nombre91.apelido91@python.com,2019-07-08,True,199
93,nombre92,apelido92,nombre92.apelido92@python.com,2019-09-16,True,168
94,nombre93,apelido93,nombre93.apelido93@python.com,2019-08-25,False,74
95,nombre94,apelido94,nombre94.apelido94@python.com,2019-05-28,True,60
96,nombre95,apelido95,nombre95.apelido95@python.com,2019-04-15,True,199
97,nombre96,apelido96,nombre96.apelido96@python.com,2019-11-07,True,85
98,nombre97,apelido97,nombre97.apelido97@python.com,2019-12-18,True,193
99,nombre98,apelido98,nombre98.apelido98@python.com,2019-04-08,True,95
100,nombre99,apelido99,nombre99.apelido99@python.com,2019-05-29,True,116
101,nombre100,apelido100,nombre100.apelido100@python.com,2019-12-17,False,153
102,nombre101,apelido101,nombre101.apelido101@python.com,2019-07-08,False,162
103,nombre102,apelido102,nombre102.apelido102@python.com,2019-05-10,True,82
104,nombre103,apelido103,nombre103.apelido103@python.com,2019-05-21,False,166
105,nombre104,apelido104,nombre104.apelido104@python.com,2019-03-11,True,174
106,nombre105,apelido105,nombre105.apelido105@python.com,2019-07-27,True,105
107,nombre106,apelido106,nombre106.apelido106@python.com,2019-06-09,False,15
108,nombre107,apelido107,nombre107.apelido107@python.com,2019-06-24,False,177
109,nombre108,apelido108,nombre108.apelido108@python.com,2019-04-29,True,187
110,nombre109,apelido109,nombre109.apelido109@python.com,2019-11-24,False,137
111,nombre110,apelido110,nombre110.apelido110@python.com,2019-12-30,True,25
112,nombre111,apelido111,nombre111.apelido111@python.com,2019-11-04,True,134
113,nombre112,apelido112,nombre112.apelido112@python.com,2019-10-31,False,11
114,nombre113,apelido113,nombre113.apelido113@python.com,2019-03-24,True,181
115,nombre114,apelido114,nombre114.apelido114@python.com,2019-05-10,True,62
116,nombre115,apelido115,nombre115.apelido115@python.com,2019-04-04,True,70
117,nombre116,apelido116,nombre116.apelido116@python.com,2019-06-21,False,65
118,nombre117,apelido117,nombre117.apelido117@python.com,2019-02-14,False,128
119,nombre118,apelido118,nombre118.apelido118@python.com,2019-05-05,False,132
120,nombre119,apelido119,nombre119.apelido119@python.com,2019-11-30,True,61
121,nombre120,apelido120,nombre120.apelido120@python.com,2019-04-28,False,36
122,nombre121,apelido121,nombre121.apelido121@python.com,2019-07-30,False,151
123,nombre122,apelido122,nombre122.apelido122@python.com,2019-11-07,True,104
124,nombre123,apelido123,nombre123.apelido123@python.com,2019-01-03,True,101
125,nombre124,apelido124,nombre124.apelido124@python.com,2019-10-28,True,53
126,nombre125,apelido125,nombre125.apelido125@python.com,2019-03-27,True,101
127,nombre126,apelido126,nombre126.apelido126@python.com,2019-10-04,True,24
128,nombre127,apelido127,nombre127.apelido127@python.com,2019-02-06,True,195
129,nombre128,apelido128,nombre128.apelido128@python.com,2019-03-17,True,24
130,nombre129,apelido129,nombre129.apelido129@python.com,2019-02-07,True,6
131,nombre130,apelido130,nombre130.apelido130@python.com,2019-09-08,False,102
132,nombre131,apelido131,nombre131.apelido131@python.com,2019-05-23,True,136
133,nombre132,apelido132,nombre132.apelido132@python.com,2019-10-16,True,112
134,nombre133,apelido133,nombre133.apelido133@python.com,2019-06-22,True,84
135,nombre134,apelido134,nombre134.apelido134@python.com,2019-10-20,True,16
136,nombre135,apelido135,nombre135.apelido135@python.com,2019-04-01,True,171
137,nombre136,apelido136,nombre136.apelido136@python.com,2019-01-27,True,138
138,nombre137,apelido137,nombre137.apelido137@python.com,2019-02-07,False,37
139,nombre138,apelido138,nombre138.apelido138@python.com,2019-04-02,True,164
140,nombre139,apelido139,nombre139.apelido139@python.com,2019-04-27,True,128
141,nombre140,apelido140,nombre140.apelido140@python.com,2019-03-28,True,19
142,nombre141,apelido141,nombre141.apelido141@python.com,2019-06-26,True,40
143,nombre142,apelido142,nombre142.apelido142@python.com,2019-12-21,False,119
144,nombre143,apelido143,nombre143.apelido143@python.com,2019-06-18,True,138
145,nombre144,apelido144,nombre144.apelido144@python.com,2019-08-14,True,62
146,nombre145,apelido145,nombre145.apelido145@python.com,2019-11-16,True,135
147,nombre146,apelido146,nombre146.apelido146@python.com,2019-09-09,True,168
148,nombre147,apelido147,nombre147.apelido147@python.com,2019-06-10,True,22
149,nombre148,apelido148,nombre148.apelido148@python.com,2019-09-18,True,19
150,nombre149,apelido149,nombre149.apelido149@python.com,2019-03-23,True,124
151,nombre150,apelido150,nombre150.apelido150@python.com,2019-03-22,False,65
152,nombre151,apelido151,nombre151.apelido151@python.com,2019-07-10,False,78
153,nombre152,apelido152,nombre152.apelido152@python.com,2019-11-08,False,79
154,nombre153,apelido153,nombre153.apelido153@python.com,2019-05-11,False,163
155,nombre154,apelido154,nombre154.apelido154@python.com,2019-10-12,False,164
156,nombre155,apelido155,nombre155.apelido155@python.com,2019-12-10,False,123
157,nombre156,apelido156,nombre156.apelido156@python.com,2019-09-22,True,160
158,nombre157,apelido157,nombre157.apelido157@python.com,2019-11-16,False,120
159,nombre158,apelido158,nombre158.apelido158@python.com,2019-10-28,True,84
160,nombre159,apelido159,nombre159.apelido159@python.com,2019-12-23,False,113
161,nombre160,apelido160,nombre160.apelido160@python.com,2019-03-16,False,119
162,nombre161,apelido161,nombre161.apelido161@python.com,2019-01-16,True,43
163,nombre162,apelido162,nombre162.apelido162@python.com,2019-12-09,False,82
164,nombre163,apelido163,nombre163.apelido163@python.com,2019-04-23,True,89
165,nombre164,apelido164,nombre164.apelido164@python.com,2019-10-27,False,13
166,nombre165,apelido165,nombre165.apelido165@python.com,2019-06-17,True,140
167,nombre166,apelido166,nombre166.apelido166@python.com,2019-08-28,True,158
168,nombre167,apelido167,nombre167.apelido167@python.com,2019-05-15,False,1
169,nombre168,apelido168,nombre168.apelido168@python.com,2019-07-09,True,93
170,nombre169,apelido169,nombre169.apelido169@python.com,2019-08-28,False,59
171,nombre170,apelido170,nombre170.apelido170@python.com,2019-02-19,True,111
172,nombre171,apelido171,nombre171.apelido171@python.com,2019-06-25,False,151
173,nombre172,apelido172,nombre172.apelido172@python.com,2019-11-15,False,155
174,nombre173,apelido173,nombre173.apelido173@python.com,2019-05-17,False,189
175,nombre174,apelido174,nombre174.apelido174@python.com,2019-04-05,True,142
176,nombre175,apelido175,nombre175.apelido175@python.com,2019-08-18,True,100
177,nombre176,apelido176,nombre176.apelido176@python.com,2019-03-29,False,1
178,nombre177,apelido177,nombre177.apelido177@python.com,2019-01-19,False,15
179,nombre178,apelido178,nombre178.apelido178@python.com,2019-12-17,False,40
180,nombre179,apelido179,nombre179.apelido179@python.com,2019-10-17,True,144
181,nombre180,apelido180,nombre180.apelido180@python.com,2019-09-24,True,62
182,nombre181,apelido181,nombre181.apelido181@python.com,2019-06-19,True,163
183,nombre182,apelido182,nombre182.apelido182@python.com,2019-08-22,True,143
184,nombre183,apelido183,nombre183.apelido183@python.com,2019-04-02,False,55
185,nombre184,apelido184,nombre184.apelido184@python.com,2019-01-15,True,189
186,nombre185,apelido185,nombre185.apelido185@python.com,2019-08-22,True,99
187,nombre186,apelido186,nombre186.apelido186@python.com,2019-07-27,True,75
188,nombre187,apelido187,nombre187.apelido187@python.com,2019-02-09,False,26
189,nombre188,apelido188,nombre188.apelido188@python.com,2019-12-21,True,155
190,nombre189,apelido189,nombre189.apelido189@python.com,2019-05-29,True,90
191,nombre190,apelido190,nombre190.apelido190@python.com,2019-06-02,True,116
192,nombre191,apelido191,nombre191.apelido191@python.com,2019-09-04,True,141
193,nombre192,apelido192,nombre192.apelido192@python.com,2019-11-26,False,89
194,nombre193,apelido193,nombre193.apelido193@python.com,2019-02-12,False,70
195,nombre194,apelido194,nombre194.apelido194@python.com,2019-07-02,True,187
196,nombre195,apelido195,nombre195.apelido195@python.com,2019-03-01,True,93
197,nombre196,apelido196,nombre196.apelido196@python.com,2019-07-17,True,52
198,nombre197,apelido197,nombre197.apelido197@python.com,2019-09-27,True,195
199,nombre198,apelido198,nombre198.apelido198@python.com,2019-09-29,True,143
200,nombre199,apelido199,nombre199.apelido199@python.com,2019-10-31,False,149
201,nombre200,apelido200,nombre200.apelido200@python.com,2019-02-13,True,181
202,nombre201,apelido201,nombre201.apelido201@python.com,2019-05-21,False,200
203,nombre202,apelido202,nombre202.apelido202@python.com,2019-04-01,False,42
204,nombre203,apelido203,nombre203.apelido203@python.com,2019-01-08,True,116
205,nombre204,apelido204,nombre204.apelido204@python.com,2019-06-20,False,87
206,nombre205,apelido205,nombre205.apelido205@python.com,2019-06-24,False,53
207,nombre206,apelido206,nombre206.apelido206@python.com,2019-12-14,True,162
208,nombre207,apelido207,nombre207.apelido207@python.com,2019-01-17,False,72
209,nombre208,apelido208,nombre208.apelido208@python.com,2019-09-14,True,99
210,nombre209,apelido209,nombre209.apelido209@python.com,2019-04-17,False,12
211,nombre210,apelido210,nombre210.apelido210@python.com,2019-06-21,False,101
212,nombre211,apelido211,nombre211.apelido211@python.com,2019-04-22,True,125
213,nombre212,apelido212,nombre212.apelido212@python.com,2019-04-09,True,108
214,nombre213,apelido213,nombre213.apelido213@python.com,2019-12-25,True,168
215,nombre214,apelido214,nombre214.apelido214@python.com,2019-07-07,False,86
216,nombre215,apelido215,nombre215.apelido215@python.com,2019-11-22,True,48
217,nombre216,apelido216,nombre216.apelido216@python.com,2019-01-24,True,94
218,nombre217,apelido217,nombre217.apelido217@python.com,2019-09-05,True,118
219,nombre218,apelido218,nombre218.apelido218@python.com,2019-03-05,False,77
220,nombre219,apelido219,nombre219.apelido219@python.com,2019-06-05,True,119
221,nombre220,apelido220,nombre220.apelido220@python.com,2019-07-24,True,124
222,nombre221,apelido221,nombre221.apelido221@python.com,2019-08-20,True,89
223,nombre222,apelido222,nombre222.apelido222@python.com,2019-12-31,True,181
224,nombre223,apelido223,nombre223.apelido223@python.com,2019-07-21,True,112
225,nombre224,apelido224,nombre224.apelido224@python.com,2019-01-04,False,116
226,nombre225,apelido225,nombre225.apelido225@python.com,2019-06-24,True,130
227,nombre226,apelido226,nombre226.apelido226@python.com,2019-01-05,True,165
228,nombre227,apelido227,nombre227.apelido227@python.com,2019-10-16,False,169
229,nombre228,apelido228,nombre228.apelido228@python.com,2019-10-13,False,32
230,nombre229,apelido229,nombre229.apelido229@python.com,2019-04-19,True,8
231,nombre230,apelido230,nombre230.apelido230@python.com,2019-04-23,True,116
232,nombre231,apelido231,nombre231.apelido231@python.com,2019-01-21,True,20
233,nombre232,apelido232,nombre232.apelido232@python.com,2019-10-21,True,144
234,nombre233,apelido233,nombre233.apelido233@python.com,2019-07-16,True,171
235,nombre234,apelido234,nombre234.apelido234@python.com,2019-12-19,True,146
236,nombre235,apelido235,nombre235.apelido235@python.com,2019-06-24,True,154
237,nombre236,apelido236,nombre236.apelido236@python.com,2019-11-05,True,57
238,nombre237,apelido237,nombre237.apelido237@python.com,2019-01-14,False,167
239,nombre238,apelido238,nombre238.apelido238@python.com,2019-09-07,True,23
240,nombre239,apelido239,nombre239.apelido239@python.com,2019-01-27,True,13
241,nombre240,apelido240,nombre240.apelido240@python.com,2019-01-30,True,116
242,nombre241,apelido241,nombre241.apelido241@python.com,2019-01-29,True,139
243,nombre242,apelido242,nombre242.apelido242@python.com,2019-08-30,False,107
244,nombre243,apelido243,nombre243.apelido243@python.com,2019-03-21,True,48
245,nombre244,apelido244,nombre244.apelido244@python.com,2019-07-29,True,167
246,nombre245,apelido245,nombre245.apelido245@python.com,2019-12-22,True,20
247,nombre246,apelido246,nombre246.apelido246@python.com,2019-05-21,True,119
248,nombre247,apelido247,nombre247.apelido247@python.com,2019-09-21,False,160
249,nombre248,apelido248,nombre248.apelido248@python.com,2019-05-26,True,112
250,nombre249,apelido249,nombre249.apelido249@python.com,2019-08-16,True,140
251,nombre250,apelido250,nombre250.apelido250@python.com,2019-02-22,True,114
252,nombre251,apelido251,nombre251.apelido251@python.com,2019-11-08,False,191
253,nombre252,apelido252,nombre252.apelido252@python.com,2019-03-30,True,16
254,nombre253,apelido253,nombre253.apelido253@python.com,2019-04-11,False,132
255,nombre254,apelido254,nombre254.apelido254@python.com,2019-04-10,False,53
256,nombre255,apelido255,nombre255.apelido255@python.com,2019-08-05,False,94
257,nombre256,apelido256,nombre256.apelido256@python.com,2019-01-30,True,139
258,nombre257,apelido257,nombre257.apelido257@python.com,2019-04-15,True,115
259,nombre258,apelido258,nombre258.apelido258@python.com,2019-10-28,True,88
260,nombre259,apelido259,nombre259.apelido259@python.com,2019-03-12,False,161
261,nombre260,apelido260,nombre260.apelido260@python.com,2019-06-03,True,85
262,nombre261,apelido261,nombre261.apelido261@python.com,2019-02-03,True,34
263,nombre262,apelido262,nombre262.apelido262@python.com,2019-04-22,True,176
264,nombre263,apelido263,nombre263.apelido263@python.com,2019-12-27,False,188
265,nombre264,apelido264,nombre264.apelido264@python.com,2019-02-23,True,11
266,nombre265,apelido265,nombre265.apelido265@python.com,2019-08-10,True,180
267,nombre266,apelido266,nombre266.apelido266@python.com,2019-01-05,False,118
268,nombre267,apelido267,nombre267.apelido267@python.com,2019-04-10,True,114
269,nombre268,apelido268,nombre268.apelido268@python.com,2019-02-27,False,63
270,nombre269,apelido269,nombre269.apelido269@python.com,2019-08-31,True,45
271,nombre270,apelido270,nombre270.apelido270@python.com,2019-10-22,True,47
272,nombre271,apelido271,nombre271.apelido271@python.com,2019-01-21,True,22
273,nombre272,apelido272,nombre272.apelido272@python.com,2019-08-31,True,13
274,nombre273,apelido273,nombre273.apelido273@python.com,2019-10-12,True,153
275,nombre274,apelido274,nombre274.apelido274@python.com,2019-09-14,True,81
276,nombre275,apelido275,nombre275.apelido275@python.com,2019-11-17,True,119
277,nombre276,apelido276,nombre276.apelido276@python.com,2019-08-01,True,131
278,nombre277,apelido277,nombre277.apelido277@python.com,2019-08-18,False,16
279,nombre278,apelido278,nombre278.apelido278@python.com,2019-06-09,True,93
280,nombre279,apelido279,nombre279.apelido279@python.com,2019-01-18,True,68
281,nombre280,apelido280,nombre280.apelido280@python.com,2019-07-03,False,94
282,nombre281,apelido281,nombre281.apelido281@python.com,2019-12-28,False,168
283,nombre282,apelido282,nombre282.apelido282@python.com,2019-05-22,True,151
284,nombre283,apelido283,nombre283.apelido283@python.com,2019-02-12,True,85
285,nombre284,apelido284,nombre284.apelido284@python.com,2019-03-29,True,158
286,nombre285,apelido285,nombre285.apelido285@python.com,2019-03-12,False,181
287,nombre286,apelido286,nombre286.apelido286@python.com,2019-02-08,True,7
288,nombre287,apelido287,nombre287.apelido287@python.com,2019-01-05,True,129
289,nombre288,apelido288,nombre288.apelido288@python.com,2019-08-12,True,91
290,nombre289,apelido289,nombre289.apelido289@python.com,2019-03-19,True,66
291,nombre290,apelido290,nombre290.apelido290@python.com,2019-03-19,True,137
292,nombre291,apelido291,nombre291.apelido291@python.com,2019-10-23,True,38
293,nombre292,apelido292,nombre292.apelido292@python.com,2019-06-15,True,2
294,nombre293,apelido293,nombre293.apelido293@python.com,2019-05-16,True,150
295,nombre294,apelido294,nombre294.apelido294@python.com,2019-05-04,False,44
296,nombre295,apelido295,nombre295.apelido295@python.com,2019-02-08,True,74
297,nombre296,apelido296,nombre296.apelido296@python.com,2019-12-13,True,79
298,nombre297,apelido297,nombre297.apelido297@python.com,2019-02-23,True,121
299,nombre298,apelido298,nombre298.apelido298@python.com,2019-01-16,True,5
300,nombre299,apelido299,nombre299.apelido299@python.com,2019-06-29,False,168
301,nombre300,apelido300,nombre300.apelido300@python.com,2019-05-22,False,46
302,nombre301,apelido301,nombre301.apelido301@python.com,2019-07-01,False,71
303,nombre302,apelido302,nombre302.apelido302@python.com,2019-10-21,False,158
304,nombre303,apelido303,nombre303.apelido303@python.com,2019-03-07,True,93
305,nombre304,apelido304,nombre304.apelido304@python.com,2019-04-11,True,125
306,nombre305,apelido305,nombre305.apelido305@python.com,2019-04-09,True,169
307,nombre306,apelido306,nombre306.apelido306@python.com,2019-09-21,False,120
308,nombre307,apelido307,nombre307.apelido307@python.com,2019-04-12,False,184
309,nombre308,apelido308,nombre308.apelido308@python.com,2019-03-27,True,122
310,nombre309,apelido309,nombre309.apelido309@python.com,2019-05-27,True,68
311,nombre310,apelido310,nombre310.apelido310@python.com,2019-12-06,True,173
312,nombre311,apelido311,nombre311.apelido311@python.com,2019-06-28,False,2
313,nombre312,apelido312,nombre312.apelido312@python.com,2019-09-14,True,59
314,nombre313,apelido313,nombre313.apelido313@python.com,2019-07-31,False,181
315,nombre314,apelido314,nombre314.apelido314@python.com,2019-11-05,False,115
316,nombre315,apelido315,nombre315.apelido315@python.com,2019-11-08,True,50
317,nombre316,apelido316,nombre316.apelido316@python.com,2019-04-14,False,84
318,nombre317,apelido317,nombre317.apelido317@python.com,2019-04-06,True,95
319,nombre318,apelido318,nombre318.apelido318@python.com,2019-07-20,True,21
320,nombre319,apelido319,nombre319.apelido319@python.com,2019-08-04,True,141
321,nombre320,apelido320,nombre320.apelido320@python.com,2019-06-01,True,32
322,nombre321,apelido321,nombre321.apelido321@python.com,2019-07-21,True,48
323,nombre322,apelido322,nombre322.apelido322@python.com,2019-05-10,True,85
324,nombre323,apelido323,nombre323.apelido323@python.com,2019-12-17,False,118
325,nombre324,apelido324,nombre324.apelido324@python.com,2019-06-14,True,11
326,nombre325,apelido325,nombre325.apelido325@python.com,2019-11-18,True,34
327,nombre326,apelido326,nombre326.apelido326@python.com,2019-06-27,False,154
328,nombre327,apelido327,nombre327.apelido327@python.com,2019-01-13,False,87
329,nombre328,apelido328,nombre328.apelido328@python.com,2019-10-16,True,183
330,nombre329,apelido329,nombre329.apelido329@python.com,2019-09-18,True,194
331,nombre330,apelido330,nombre330.apelido330@python.com,2019-06-26,False,34
332,nombre331,apelido331,nombre331.apelido331@python.com,2019-07-11,True,172
333,nombre332,apelido332,nombre332.apelido332@python.com,2019-07-31,True,170
334,nombre333,apelido333,nombre333.apelido333@python.com,2019-09-05,True,118
335,nombre334,apelido334,nombre334.apelido334@python.com,2019-10-02,False,32
336,nombre335,apelido335,nombre335.apelido335@python.com,2019-02-05,True,115
337,nombre336,apelido336,nombre336.apelido336@python.com,2019-02-02,True,61
338,nombre337,apelido337,nombre337.apelido337@python.com,2019-09-28,True,192
339,nombre338,apelido338,nombre338.apelido338@python.com,2019-01-30,True,54
340,nombre339,apelido339,nombre339.apelido339@python.com,2019-04-13,True,187
341,nombre340,apelido340,nombre340.apelido340@python.com,2019-05-28,False,171
342,nombre341,apelido341,nombre341.apelido341@python.com,2019-02-01,True,7
343,nombre342,apelido342,nombre342.apelido342@python.com,2019-10-24,False,37
344,nombre343,apelido343,nombre343.apelido343@python.com,2019-12-09,True,135
345,nombre344,apelido344,nombre344.apelido344@python.com,2019-03-10,True,58
346,nombre345,apelido345,nombre345.apelido345@python.com,2019-06-05,False,133
347,nombre346,apelido346,nombre346.apelido346@python.com,2019-10-09,True,160
348,nombre347,apelido347,nombre347.apelido347@python.com,2019-01-16,True,44
349,nombre348,apelido348,nombre348.apelido348@python.com,2019-04-22,False,55
350,nombre349,apelido349,nombre349.apelido349@python.com,2019-05-15,True,121
351,nombre350,apelido350,nombre350.apelido350@python.com,2019-03-26,True,98
352,nombre351,apelido351,nombre351.apelido351@python.com,2019-06-18,True,28
353,nombre352,apelido352,nombre352.apelido352@python.com,2019-12-07,True,56
354,nombre353,apelido353,nombre353.apelido353@python.com,2019-09-02,True,157
355,nombre354,apelido354,nombre354.apelido354@python.com,2019-08-22,False,70
356,nombre355,apelido355,nombre355.apelido355@python.com,2019-05-24,False,112
357,nombre356,apelido356,nombre356.apelido356@python.com,2019-06-09,True,105
358,nombre357,apelido357,nombre357.apelido357@python.com,2019-08-20,True,97
359,nombre358,apelido358,nombre358.apelido358@python.com,2019-04-22,True,101
360,nombre359,apelido359,nombre359.apelido359@python.com,2019-02-15,True,96
361,nombre360,apelido360,nombre360.apelido360@python.com,2019-06-04,True,55
362,nombre361,apelido361,nombre361.apelido361@python.com,2019-08-26,True,62
363,nombre362,apelido362,nombre362.apelido362@python.com,2019-03-08,False,12
364,nombre363,apelido363,nombre363.apelido363@python.com,2019-03-13,True,80
365,nombre364,apelido364,nombre364.apelido364@python.com,2019-08-15,True,180
366,nombre365,apelido365,nombre365.apelido365@python.com,2019-09-24,False,95
367,nombre366,apelido366,nombre366.apelido366@python.com,2019-10-07,True,11
368,nombre367,apelido367,nombre367.apelido367@python.com,2019-04-14,True,193
369,nombre368,apelido368,nombre368.apelido368@python.com,2019-09-26,True,148
370,nombre369,apelido369,nombre369.apelido369@python.com,2019-01-01,True,189
371,nombre370,apelido370,nombre370.apelido370@python.com,2019-11-21,True,152
372,nombre371,apelido371,nombre371.apelido371@python.com,2019-06-03,True,34
373,nombre372,apelido372,nombre372.apelido372@python.com,2019-06-01,False,39
374,nombre373,apelido373,nombre373.apelido373@python.com,2019-05-14,True,61
375,nombre374,apelido374,nombre374.apelido374@python.com,2019-06-23,True,90
376,nombre375,apelido375,nombre375.apelido375@python.com,2019-01-25,True,168
